time, seq_cnt, nlos, distance, azimuth, azimuth_fom, elevation, elevation_fom, rssi, pdoa1, pdoa2
2025-12-18 19:28:52.265,35,0,37,48.0,100,-60.0,100,-71.5,-107.1,-109.6
2025-12-18 19:28:52.465,36,0,42,51.2,100,-60.0,100,-71.0,-113.0,-106.7
2025-12-18 19:28:52.659,37,0,37,50.6,100,-60.0,100,-71.0,-111.9,-104.9
2025-12-18 19:28:52.864,38,0,39,49.5,100,-60.0,100,-71.0,-110.0,-111.5
2025-12-18 19:28:53.069,39,0,44,49.7,100,-60.0,100,-71.0,-110.2,-130.7
2025-12-18 19:28:53.264,40,0,34,51.3,100,-60.0,100,-71.0,-113.2,-128.5
2025-12-18 19:28:53.459,41,0,42,51.8,100,-60.0,100,-72.5,-114.1,-116.1
2025-12-18 19:28:53.669,42,0,43,48.4,100,-60.0,100,-72.0,-107.8,-114.1
2025-12-18 19:28:53.860,43,0,40,50.0,100,-60.0,100,-71.5,-110.9,-109.7
2025-12-18 19:28:54.075,44,0,40,51.4,100,-60.0,100,-72.0,-113.3,-135.2
2025-12-18 19:28:54.275,45,0,37,50.2,100,-60.0,100,-71.5,-111.2,-131.5
2025-12-18 19:28:54.475,46,0,41,49.1,100,-60.0,100,-71.0,-109.1,-110.9
2025-12-18 19:28:54.675,47,0,39,50.1,100,-60.0,100,-70.5,-111.1,-116.8
2025-12-18 19:28:54.875,48,0,38,50.5,100,-60.0,100,-70.5,-111.7,-114.7
2025-12-18 19:28:55.075,49,0,48,51.0,100,-60.0,100,-70.0,-112.6,-106.7
2025-12-18 19:28:55.275,50,0,41,50.0,100,-60.0,100,-71.0,-110.8,-128.3
2025-12-18 19:28:55.475,51,0,41,49.8,100,-60.0,100,-72.0,-110.5,-112.2
2025-12-18 19:28:55.675,52,0,40,50.8,100,-60.0,100,-71.5,-112.2,-111.5
2025-12-18 19:28:55.875,53,0,46,50.7,100,-60.0,100,-71.0,-112.1,-103.8
2025-12-18 19:28:56.075,54,0,40,50.7,100,-60.0,100,-71.5,-112.1,-128.3
2025-12-18 19:28:56.275,55,0,42,49.3,100,-60.0,100,-70.5,-109.5,-129.5
2025-12-18 19:28:56.475,56,0,39,49.1,100,-60.0,100,-71.5,-109.1,-123.2
2025-12-18 19:28:56.675,57,0,40,51.6,100,-60.0,100,-71.5,-113.7,-105.8
2025-12-18 19:28:56.875,58,0,41,50.6,100,-60.0,100,-71.0,-111.9,-123.7
2025-12-18 19:28:57.074,59,0,40,50.3,100,-60.0,100,-71.0,-111.3,-124.7
2025-12-18 19:28:57.274,60,0,45,50.6,100,-60.0,100,-71.0,-111.9,-134.2
2025-12-18 19:28:57.475,61,0,44,51.2,100,-60.0,100,-71.0,-112.9,-120.3
2025-12-18 19:28:57.675,62,0,43,50.9,100,-60.0,100,-71.0,-112.5,-116.9
2025-12-18 19:28:57.875,63,0,39,51.2,100,-60.0,100,-71.0,-112.9,-112.0
2025-12-18 19:28:58.075,64,0,40,51.2,100,-60.0,100,-71.5,-113.1,-139.0
2025-12-18 19:28:58.275,65,0,43,51.4,100,-60.0,100,-71.0,-113.3,-129.6
2025-12-18 19:28:58.475,66,0,41,51.4,100,-60.0,100,-71.5,-113.3,-132.2
2025-12-18 19:28:58.674,67,0,42,48.3,100,-60.0,100,-72.5,-107.8,-126.3
2025-12-18 19:28:58.874,68,0,41,50.8,100,-60.0,100,-71.5,-112.3,-134.0
2025-12-18 19:28:59.074,69,0,42,51.0,100,-60.0,100,-71.5,-112.6,-128.8
2025-12-18 19:28:59.275,70,0,43,50.2,100,-60.0,100,-71.5,-111.1,-137.0
2025-12-18 19:28:59.475,71,0,39,47.3,100,-60.0,100,-71.5,-106.2,-138.6
2025-12-18 19:28:59.675,72,0,45,51.3,100,-60.0,100,-71.5,-113.2,-124.3
2025-12-18 19:28:59.875,73,0,42,50.2,100,-60.0,100,-71.5,-111.1,-136.7
2025-12-18 19:29:00.075,74,0,41,51.4,100,-60.0,100,-71.0,-113.4,-115.2
2025-12-18 19:29:00.274,75,0,45,50.9,100,-60.0,100,-71.5,-112.4,-106.1
2025-12-18 19:29:00.474,76,0,39,51.3,100,-60.0,100,-71.0,-113.2,-135.2
2025-12-18 19:29:00.674,77,0,36,51.2,100,-60.0,100,-71.0,-113.0,-122.5
2025-12-18 19:29:00.874,78,0,41,51.6,100,-60.0,100,-71.0,-113.7,-139.0
2025-12-18 19:29:01.075,79,0,40,49.9,100,-60.0,100,-72.5,-110.7,-124.8
2025-12-18 19:29:01.275,80,0,39,51.1,100,-60.0,100,-71.5,-112.9,-123.5
2025-12-18 19:29:01.475,81,0,40,50.8,100,-60.0,100,-70.5,-112.4,-125.3
2025-12-18 19:29:01.675,82,0,41,51.0,100,-60.0,100,-71.0,-112.7,-113.2
2025-12-18 19:29:01.874,83,0,40,51.1,100,-60.0,100,-71.0,-112.8,-122.0
2025-12-18 19:29:02.074,84,0,38,50.9,100,-60.0,100,-71.5,-112.4,-133.8
2025-12-18 19:29:02.274,85,0,41,50.1,100,-60.0,100,-71.0,-111.1,-110.1
2025-12-18 19:29:02.474,86,0,39,51.5,100,-60.0,100,-71.5,-113.5,-127.7
2025-12-18 19:29:02.674,87,0,47,50.4,100,-60.0,100,-70.5,-111.5,-124.8
2025-12-18 19:29:02.875,88,0,42,49.6,100,-60.0,100,-71.0,-110.1,-128.5
2025-12-18 19:29:03.075,89,0,45,49.2,100,-60.0,100,-71.5,-109.3,-116.1
2025-12-18 19:29:03.275,90,0,41,50.6,100,-60.0,100,-71.0,-111.8,-106.0
2025-12-18 19:29:03.475,91,0,41,48.0,100,-60.0,100,-71.0,-107.2,-123.1
2025-12-18 19:29:03.674,92,0,41,51.4,100,-60.0,100,-71.0,-113.4,-120.7
2025-12-18 19:29:03.874,93,0,45,50.3,100,-60.0,100,-71.0,-111.4,-139.1
2025-12-18 19:29:04.074,94,0,42,50.1,100,-60.0,100,-71.5,-111.0,-137.0
2025-12-18 19:29:04.274,95,0,41,51.4,100,-60.0,100,-71.0,-113.3,-130.6
2025-12-18 19:29:04.474,96,0,43,50.5,100,-60.0,100,-71.5,-111.8,-120.9
2025-12-18 19:29:04.675,97,0,38,48.9,100,-60.0,100,-71.5,-108.8,-116.1
2025-12-18 19:29:04.875,98,0,37,49.4,100,-60.0,100,-71.0,-109.7,-118.5
2025-12-18 19:29:05.075,99,0,39,52.1,100,-60.0,100,-71.0,-114.7,-122.5
2025-12-18 19:29:05.275,100,0,42,49.4,100,-60.0,100,-70.5,-109.8,-120.2
2025-12-18 19:29:05.474,101,0,38,51.7,100,-60.0,100,-71.0,-114.0,-125.3
2025-12-18 19:29:05.674,102,0,45,50.8,100,-60.0,100,-71.0,-112.2,-110.7
2025-12-18 19:29:05.874,103,0,38,50.9,100,-60.0,100,-71.0,-112.5,-103.5
2025-12-18 19:29:06.074,104,0,45,48.2,100,-60.0,100,-71.5,-107.6,-125.6
2025-12-18 19:29:06.274,105,0,41,50.1,100,-60.0,100,-71.0,-111.0,-120.2
2025-12-18 19:29:06.475,106,0,38,51.5,100,-60.0,100,-71.5,-113.6,-124.1
2025-12-18 19:29:06.675,107,0,40,50.1,100,-60.0,100,-70.5,-110.9,-110.6
2025-12-18 19:29:06.875,108,0,38,51.2,100,-60.0,100,-71.5,-113.0,-102.9
2025-12-18 19:29:07.074,109,0,40,52.1,100,-60.0,100,-71.5,-114.6,-133.6
2025-12-18 19:29:07.274,110,0,44,49.9,100,-60.0,100,-71.0,-110.7,-132.7
2025-12-18 19:29:07.474,111,0,43,51.6,100,-60.0,100,-71.0,-113.8,-126.3
2025-12-18 19:29:07.674,112,0,45,50.3,100,-60.0,100,-72.0,-111.4,-122.8
2025-12-18 19:29:07.874,113,0,39,51.2,100,-60.0,100,-70.5,-113.1,-120.1
2025-12-18 19:29:08.074,114,0,43,51.0,100,-60.0,100,-70.5,-112.7,-131.2
2025-12-18 19:29:08.275,115,0,42,51.8,100,-60.0,100,-70.5,-114.0,-126.5
2025-12-18 19:29:08.475,116,0,39,48.1,100,-60.0,100,-72.0,-107.4,-113.6
2025-12-18 19:29:08.675,117,0,38,51.3,100,-60.0,100,-72.0,-113.3,-134.5
2025-12-18 19:29:08.874,118,0,45,51.0,100,-60.0,100,-72.0,-112.7,-135.8
2025-12-18 19:29:09.074,119,0,44,49.5,100,-60.0,100,-71.5,-109.9,-122.1
2025-12-18 19:29:09.274,120,0,41,49.5,100,-60.0,100,-70.5,-109.8,-120.1
2025-12-18 19:29:09.474,121,0,37,51.1,100,-60.0,100,-71.5,-112.8,-122.2
2025-12-18 19:29:09.674,122,0,43,48.6,100,-60.0,100,-71.0,-108.2,-110.9
2025-12-18 19:29:09.874,123,0,39,50.9,100,-60.0,100,-71.5,-112.5,-105.9
2025-12-18 19:29:10.075,124,0,40,49.3,100,-60.0,100,-71.0,-109.5,-120.7
2025-12-18 19:29:10.275,125,0,36,50.0,100,-60.0,100,-71.0,-110.8,-112.1
2025-12-18 19:29:10.475,126,0,43,51.3,100,-60.0,100,-71.0,-113.2,-139.4
2025-12-18 19:29:10.674,127,0,39,51.0,100,-60.0,100,-71.0,-112.6,-105.8
2025-12-18 19:29:10.874,128,0,45,50.6,100,-60.0,100,-71.0,-112.0,-114.1
2025-12-18 19:29:11.074,129,0,42,51.6,100,-60.0,100,-71.0,-113.8,-126.9
2025-12-18 19:29:11.274,130,0,35,50.9,100,-60.0,100,-71.5,-112.5,-120.7
2025-12-18 19:29:11.474,131,0,43,50.5,100,-60.0,100,-71.0,-111.8,-132.4
2025-12-18 19:29:11.674,132,0,42,48.4,100,-60.0,100,-71.0,-107.8,-117.8
2025-12-18 19:29:11.875,133,0,37,51.2,100,-60.0,100,-71.5,-113.0,-113.3
2025-12-18 19:29:12.075,134,0,43,51.6,100,-60.0,100,-71.5,-113.7,-129.9
2025-12-18 19:29:12.274,135,0,38,51.0,100,-60.0,100,-71.5,-112.6,-139.0
2025-12-18 19:29:12.474,136,0,37,50.3,100,-60.0,100,-71.5,-111.3,-128.2
2025-12-18 19:29:12.674,137,0,41,51.3,100,-60.0,100,-71.5,-113.3,-128.7
2025-12-18 19:29:12.874,138,0,43,51.3,100,-60.0,100,-71.0,-113.2,-133.6
2025-12-18 19:29:13.074,139,0,42,45.0,100,-60.0,100,-72.0,-103.3,-110.7
2025-12-18 19:29:13.274,140,0,38,51.1,100,-60.0,100,-71.0,-112.8,-137.3
2025-12-18 19:29:13.474,141,0,44,51.1,100,-60.0,100,-71.5,-112.8,-127.7
2025-12-18 19:29:13.675,142,0,45,50.8,100,-60.0,100,-71.0,-112.3,-135.0
2025-12-18 19:29:13.874,143,0,43,50.6,100,-60.0,100,-71.0,-111.9,-122.1
2025-12-18 19:29:14.074,144,0,40,50.9,100,-60.0,100,-71.0,-112.4,-105.1
2025-12-18 19:29:14.274,145,0,44,50.8,100,-60.0,100,-71.0,-112.3,-135.2
2025-12-18 19:29:14.474,146,0,38,50.9,100,-60.0,100,-71.0,-112.4,-135.0
2025-12-18 19:29:14.674,147,0,33,50.7,100,-60.0,100,-71.0,-112.1,-127.3
2025-12-18 19:29:14.874,148,0,44,51.0,100,-60.0,100,-72.5,-112.7,-137.3
2025-12-18 19:29:15.074,149,0,43,50.0,100,-60.0,100,-71.0,-110.8,-132.7
2025-12-18 19:29:15.275,150,0,42,49.2,100,-60.0,100,-71.5,-109.4,-112.7
2025-12-18 19:29:15.475,151,0,41,50.7,100,-60.0,100,-71.0,-112.0,-126.9
2025-12-18 19:29:15.674,152,0,42,48.5,100,-60.0,100,-71.0,-108.0,-115.7
2025-12-18 19:29:15.874,153,0,41,50.7,100,-60.0,100,-72.0,-112.0,-135.5
2025-12-18 19:29:16.074,154,0,37,51.7,100,-60.0,100,-72.5,-113.9,-101.2
2025-12-18 19:29:16.274,155,0,42,50.9,100,-60.0,100,-71.0,-112.4,-135.5
2025-12-18 19:29:16.474,156,0,44,48.3,100,-60.0,100,-71.0,-107.6,-117.0
2025-12-18 19:29:16.674,157,0,41,50.4,100,-60.0,100,-70.5,-111.6,-135.5
2025-12-18 19:29:16.874,158,0,40,51.4,100,-60.0,100,-71.0,-113.4,-131.6
2025-12-18 19:29:17.075,159,0,43,50.1,100,-60.0,100,-71.5,-111.0,-114.7
2025-12-18 19:29:17.275,160,0,39,50.1,100,-60.0,100,-71.0,-111.0,-112.9
2025-12-18 19:29:17.474,161,0,41,51.3,100,-60.0,100,-71.5,-113.1,-112.1
2025-12-18 19:29:17.674,162,0,41,50.2,100,-60.0,100,-71.5,-111.2,-123.8
2025-12-18 19:29:17.874,163,0,39,51.1,100,-60.0,100,-70.5,-112.8,-122.8
2025-12-18 19:29:18.074,164,0,43,51.5,100,-60.0,100,-70.5,-113.5,-133.6
2025-12-18 19:29:18.274,165,0,41,51.1,100,-60.0,100,-71.0,-112.9,-105.7
2025-12-18 19:29:18.474,166,0,37,50.7,100,-60.0,100,-71.0,-112.2,-120.4
2025-12-18 19:29:18.674,167,0,44,49.7,100,-60.0,100,-71.5,-110.3,-121.1
2025-12-18 19:29:18.875,168,0,46,51.1,100,-60.0,100,-71.5,-112.9,-111.6
2025-12-18 19:29:19.075,169,0,42,50.0,100,-60.0,100,-71.5,-110.9,-138.3
2025-12-18 19:29:19.274,170,0,39,50.6,100,-60.0,100,-71.5,-111.9,-114.6
2025-12-18 19:29:19.474,171,0,46,49.7,100,-60.0,100,-71.5,-110.2,-119.1
2025-12-18 19:29:19.674,172,0,38,49.5,100,-60.0,100,-71.0,-109.9,-110.3
2025-12-18 19:29:19.874,173,0,39,48.5,100,-60.0,100,-70.5,-108.0,-124.0
2025-12-18 19:29:20.074,174,0,40,50.9,100,-60.0,100,-71.5,-112.4,-127.7
2025-12-18 19:29:20.274,175,0,42,51.3,100,-60.0,100,-72.0,-113.1,-99.5
2025-12-18 19:29:20.474,176,0,45,49.0,100,-60.0,100,-71.5,-109.0,-127.2
2025-12-18 19:29:20.674,177,0,35,50.5,100,-60.0,100,-71.0,-111.8,-132.7
2025-12-18 19:29:20.875,178,0,40,50.7,100,-60.0,100,-71.0,-112.1,-130.5
2025-12-18 19:29:21.074,179,0,41,51.8,100,-60.0,100,-71.5,-114.2,-134.6
2025-12-18 19:29:21.274,180,0,43,51.0,100,-60.0,100,-71.5,-112.7,-125.1
2025-12-18 19:29:21.474,181,0,41,50.5,100,-60.0,100,-72.0,-111.8,-119.1
2025-12-18 19:29:21.674,182,0,43,51.2,100,-60.0,100,-71.5,-113.1,-112.3
2025-12-18 19:29:21.874,183,0,40,50.8,100,-60.0,100,-71.0,-112.3,-112.0
2025-12-18 19:29:22.069,184,0,42,51.0,100,-60.0,100,-71.5,-112.7,-137.5
2025-12-18 19:29:22.274,185,0,41,50.8,100,-60.0,100,-71.0,-112.2,-103.4
2025-12-18 19:29:22.474,186,0,39,50.9,100,-60.0,100,-71.0,-112.5,-134.7
2025-12-18 19:29:22.675,187,0,36,51.3,100,-60.0,100,-71.0,-113.2,-119.7
2025-12-18 19:29:22.874,188,0,44,50.1,100,-60.0,100,-71.0,-111.0,-110.4
2025-12-18 19:29:23.074,189,0,41,52.3,100,-60.0,100,-71.0,-115.0,-134.3
2025-12-18 19:29:23.274,190,0,39,49.1,100,-60.0,100,-70.5,-109.2,-109.8
2025-12-18 19:29:23.474,191,0,40,51.4,100,-60.0,100,-71.0,-113.5,-128.9
2025-12-18 19:29:23.674,192,0,40,51.4,100,-60.0,100,-71.0,-113.4,-114.8
2025-12-18 19:29:23.874,193,0,42,51.5,100,-60.0,100,-71.0,-113.5,-130.0
2025-12-18 19:29:24.074,194,0,40,47.7,100,-60.0,100,-71.0,-106.8,-104.6
2025-12-18 19:29:24.274,195,0,41,51.0,100,-60.0,100,-71.5,-112.7,-130.8
2025-12-18 19:29:24.474,196,0,42,50.6,100,-60.0,100,-71.0,-111.9,-137.1
2025-12-18 19:29:24.674,197,0,44,50.9,100,-60.0,100,-71.0,-112.5,-108.0
2025-12-18 19:29:24.874,198,0,43,50.9,100,-60.0,100,-71.0,-112.5,-127.5
2025-12-18 19:29:25.074,199,0,39,50.1,100,-60.0,100,-71.5,-111.1,-122.0
2025-12-18 19:29:25.274,200,0,43,49.5,100,-60.0,100,-71.5,-109.9,-120.5
2025-12-18 19:29:25.474,201,0,45,50.6,100,-60.0,100,-71.5,-111.9,-136.1
2025-12-18 19:29:25.674,202,0,43,50.2,100,-60.0,100,-71.0,-111.3,-114.1
2025-12-18 19:29:25.874,203,0,40,51.2,100,-60.0,100,-72.0,-112.9,-138.6
2025-12-18 19:29:26.074,204,0,34,51.2,100,-60.0,100,-71.5,-113.0,-133.8
2025-12-18 19:29:26.274,205,0,40,51.5,100,-60.0,100,-71.0,-113.5,-119.4
2025-12-18 19:29:26.474,206,0,43,49.4,100,-60.0,100,-71.0,-109.7,-134.0
2025-12-18 19:29:26.674,207,0,39,51.4,100,-60.0,100,-71.5,-113.4,-134.8
2025-12-18 19:29:26.874,208,0,43,51.3,100,-60.0,100,-71.0,-113.3,-104.0
2025-12-18 19:29:27.074,209,0,39,51.4,100,-60.0,100,-71.0,-113.3,-130.2
2025-12-18 19:29:27.274,210,0,39,50.7,100,-60.0,100,-71.0,-112.0,-111.6
2025-12-18 19:29:27.474,211,0,44,49.3,100,-60.0,100,-71.5,-109.6,-113.7
2025-12-18 19:29:27.674,212,0,44,50.6,100,-60.0,100,-71.5,-111.9,-116.9
2025-12-18 19:29:27.874,213,0,37,49.6,100,-60.0,100,-71.5,-110.2,-122.7
2025-12-18 19:29:28.074,214,0,41,50.0,100,-60.0,100,-73.0,-110.8,-124.2
2025-12-18 19:29:28.274,215,0,36,49.8,100,-60.0,100,-71.5,-110.5,-115.8
2025-12-18 19:29:28.474,216,0,43,50.0,100,-60.0,100,-71.0,-110.7,-120.6
2025-12-18 19:29:28.674,217,0,44,50.5,100,-60.0,100,-70.5,-111.7,-137.7
2025-12-18 19:29:28.874,218,0,42,44.8,100,-60.0,100,-71.5,-103.0,-114.8
2025-12-18 19:29:29.074,219,0,39,49.9,100,-60.0,100,-71.0,-110.7,-121.0
2025-12-18 19:29:29.274,220,0,41,50.8,100,-60.0,100,-71.0,-112.2,-133.0
2025-12-18 19:29:29.474,221,0,41,46.7,100,-60.0,100,-72.0,-105.5,-125.3
2025-12-18 19:29:29.674,222,0,44,48.8,100,-60.0,100,-71.0,-108.6,-127.5
2025-12-18 19:29:29.874,223,0,41,51.3,100,-60.0,100,-71.0,-113.1,-132.4
2025-12-18 19:29:30.074,224,0,40,50.2,100,-60.0,100,-71.5,-111.1,-115.0
2025-12-18 19:29:30.274,225,0,39,51.2,100,-60.0,100,-71.0,-113.0,-130.8
2025-12-18 19:29:30.474,226,0,41,49.1,100,-60.0,100,-71.5,-109.2,-112.6
2025-12-18 19:29:30.674,227,0,42,51.0,100,-60.0,100,-70.5,-112.7,-109.4
2025-12-18 19:29:30.874,228,0,39,51.0,100,-60.0,100,-70.5,-112.7,-127.8
2025-12-18 19:29:31.074,229,0,45,49.1,100,-60.0,100,-71.0,-109.2,-113.0
2025-12-18 19:29:31.274,230,0,42,47.9,100,-60.0,100,-72.0,-107.0,-120.5
2025-12-18 19:29:31.474,231,0,42,52.0,100,-60.0,100,-71.5,-114.5,-129.9
2025-12-18 19:29:31.674,232,0,37,49.3,100,-60.0,100,-70.5,-109.6,-138.4
2025-12-18 19:29:31.874,233,0,42,51.9,100,-60.0,100,-71.0,-114.2,-134.8
2025-12-18 19:29:32.074,234,0,44,51.9,100,-60.0,100,-71.5,-114.4,-136.4
2025-12-18 19:29:32.274,235,0,39,51.3,100,-60.0,100,-71.0,-113.2,-119.3
2025-12-18 19:29:32.474,236,0,44,51.1,100,-60.0,100,-71.0,-112.8,-110.2
2025-12-18 19:29:32.674,237,0,39,50.4,100,-60.0,100,-71.5,-111.5,-111.6
2025-12-18 19:29:32.874,238,0,40,49.5,100,-60.0,100,-71.5,-109.9,-120.6
2025-12-18 19:29:33.073,239,0,41,51.2,100,-60.0,100,-71.5,-113.0,-122.9
2025-12-18 19:29:33.274,240,0,40,51.0,100,-60.0,100,-71.0,-112.7,-116.7
2025-12-18 19:29:33.474,241,0,46,48.0,100,-60.0,100,-71.0,-107.2,-120.8
2025-12-18 19:29:33.674,242,0,38,48.8,100,-60.0,100,-71.0,-108.6,-115.4
2025-12-18 19:29:33.874,243,0,37,47.3,100,-60.0,100,-71.0,-106.3,-106.9
2025-12-18 19:29:34.074,244,0,39,51.1,100,-60.0,100,-71.5,-112.8,-123.5
2025-12-18 19:29:34.274,245,0,40,51.1,100,-60.0,100,-71.5,-112.9,-135.0
2025-12-18 19:29:34.474,246,0,42,50.7,100,-60.0,100,-71.0,-112.1,-134.6
2025-12-18 19:29:34.673,247,0,38,49.9,100,-60.0,100,-71.0,-110.7,-110.0
2025-12-18 19:29:34.873,248,0,40,52.0,100,-60.0,100,-71.0,-114.4,-121.2
2025-12-18 19:29:35.074,249,0,40,50.9,100,-60.0,100,-71.5,-112.4,-106.0
2025-12-18 19:29:35.274,250,0,42,49.1,100,-60.0,100,-71.5,-109.1,-116.9
2025-12-18 19:29:35.474,251,0,39,50.8,100,-60.0,100,-71.0,-112.2,-115.3
2025-12-18 19:29:35.674,252,0,35,51.2,100,-60.0,100,-71.5,-113.0,-115.3
2025-12-18 19:29:35.874,253,0,43,50.9,100,-60.0,100,-70.5,-112.4,-126.0
2025-12-18 19:29:36.074,254,0,41,51.8,100,-60.0,100,-72.0,-114.0,-125.0
2025-12-18 19:29:36.274,255,0,39,49.9,100,-60.0,100,-71.0,-110.6,-134.1
2025-12-18 19:29:36.473,256,0,40,50.7,100,-60.0,100,-71.5,-112.1,-130.7
2025-12-18 19:29:36.673,257,0,43,50.3,100,-60.0,100,-71.0,-111.4,-139.4
2025-12-18 19:29:36.874,258,0,40,50.8,100,-60.0,100,-72.0,-112.3,-133.0
2025-12-18 19:29:37.074,259,0,39,46.6,100,-60.0,100,-71.5,-105.4,-114.9
2025-12-18 19:29:37.274,260,0,45,49.6,100,-60.0,100,-71.5,-110.1,-134.0
2025-12-18 19:29:37.474,261,0,41,51.5,100,-60.0,100,-71.0,-113.5,-133.0
2025-12-18 19:29:37.674,262,0,40,51.6,100,-60.0,100,-71.5,-113.7,-93.5
2025-12-18 19:29:37.874,263,0,38,49.2,100,-60.0,100,-71.0,-109.4,-106.3
2025-12-18 19:29:38.073,264,0,41,50.2,100,-60.0,100,-71.0,-111.2,-115.6
2025-12-18 19:29:38.273,265,0,44,51.4,100,-60.0,100,-71.0,-113.3,-134.9
2025-12-18 19:29:38.473,266,0,46,50.7,100,-60.0,100,-71.5,-112.1,-130.4
2025-12-18 19:29:38.674,267,0,40,51.2,100,-60.0,100,-71.5,-113.0,-120.9
2025-12-18 19:29:38.874,268,0,40,50.2,100,-60.0,100,-71.5,-111.2,-122.5
2025-12-18 19:29:39.074,269,0,37,49.4,100,-60.0,100,-71.5,-109.6,-113.3
2025-12-18 19:29:39.274,270,0,41,50.3,100,-60.0,100,-71.5,-111.3,-131.9
2025-12-18 19:29:39.474,271,0,45,46.7,100,-60.0,100,-71.0,-105.5,-123.4
2025-12-18 19:29:39.674,272,0,34,50.4,100,-60.0,100,-71.0,-111.5,-122.1
2025-12-18 19:29:39.873,273,0,37,50.6,100,-60.0,100,-71.5,-111.9,-111.1
2025-12-18 19:29:40.073,274,0,40,48.2,100,-60.0,100,-71.5,-107.6,-118.1
2025-12-18 19:29:40.274,275,0,42,50.4,100,-60.0,100,-72.0,-111.6,-136.3
2025-12-18 19:29:40.474,276,0,45,51.2,100,-60.0,100,-71.0,-112.9,-115.2
2025-12-18 19:29:40.674,277,0,41,51.5,100,-60.0,100,-70.5,-113.6,-133.3
2025-12-18 19:29:40.874,278,0,44,51.4,100,-60.0,100,-72.5,-113.3,-115.4
2025-12-18 19:29:41.074,279,0,42,50.5,100,-60.0,100,-71.5,-111.8,-125.1
2025-12-18 19:29:41.274,280,0,42,51.1,100,-60.0,100,-71.0,-112.8,-125.7
2025-12-18 19:29:41.473,281,0,35,51.5,100,-60.0,100,-71.0,-113.6,-129.2
